Customer_ID,Gender,Age,Children,Contract_Type,Payment_Method,Account_Length_(in_months),Account_Length_(in years),Mins,Extra_International_Charges,Monthly_Charge,Customer_Service_Calls,Avg_Monthly_GB_Download,Unlimited_Data_Plan,Phone_Number,Device_Protection_&_Online_Backup,Virtual_Assistant,Churn_Reason,Churn_Label
6702-ZNFI,Male,36.0,243.0,One Year,Direct Debit,36.0,,569.5,49.6,39.0,3.0,4.0,Yes,366-1956,Yes,,Competitor had better devices,Yes
7866-LRVG,Female,37.0,491.0,Two Year,Direct Debit,75.0,,298.1,343.1,41.0,0.0,1.0,Yes,358-3692,Yes,,,No
1593-CSSC,Male,51.0,359.0,One Year,Direct Debit,,2.5,148.2,0.0,42.0,5.0,6.0,Yes,358-9898,Yes,,Poor expertise of phone support,Yes
0516-UZMK,Female,25.0,511.0,Month-to-Month,Credit Card,,0.08333333333333333,11.0,0.0,11.0,1.0,0.0,No,271-5734,No,,Attitude of support person,YES
4163-YTGH,Female,29.0,325.0,Two Year,Direct Debit,,5.833333333333333,560.2,339.5,12.0,0.0,0.0,No,384-6264,No,,,No
5377-TZAV,Male,82.0,648.0,Month-to-Month,Direct Debit,,0.08333333333333333,8.0,94.3,19.0,3.0,3.0,Yes,345-6043,No,,Limited range of services,Yes
3867-PRSF,Female,58.0,629.0,Month-to-Month,Credit Card,,0.08333333333333333,11.0,0.0,10.0,3.0,0.0,No,334-5029,No,,Attitude of support person,Yes
4751-DKKV,Male,27.0,946.0,Two Year,Direct Debit,,5.5,524.5,356.4,37.0,0.0,12.0,YES,252-3431,Yes,,,No
2920-DDXD,Male,51.0,547.0,Month-to-Month,Credit Card,,1.3333333333333333,196.6,0.0,16.0,2.0,15.0,Yes,277-6036,Yes,,,No
6070-URPL,Male,71.0,678.0,Month-to-Month,Direct Debit,5.0,,21.3,20.7,36.0,4.0,1.0,YES,351-6366,No,,Attitude of support person,Yes
7731-PXEK,Female,50.0,651.0,One Year,Direct Debit,58.0,,866.3,129.1,39.0,0.0,2.0,YES,350-4367,No,,,No
0226-JWGG,Male,84.0,771.0,One Year,Credit Card,30.0,,118.7,0.0,13.0,0.0,0.0,NO,357-6748,No,,,NO
9926-UPTR,Female,78.0,820.0,Two Year,Direct Debit,,2.75,164.5,0.0,52.0,1.0,5.0,YES,363-3486,Yes,,,No
9178-FPEW,Male,30.0,700.0,Two Year,Credit Card,70.0,,349.4,235.7,38.0,0.0,9.0,Yes,394-1211,Yes,,,No
2947-FZRI,Female,40.0,392.0,Month-to-Month,Paper Check,,3.5833333333333335,302.5,0.0,15.0,0.0,10.0,Yes,344-1136,No,,,NO
1914-ARJY,Female,35.0,289.0,Two Year,Direct Debit,,5.916666666666667,928.7,0.0,32.0,1.0,10.0,YES,298-6927,Yes,,,No
3515-OLMO,Female,45.0,314.0,Month-to-Month,Credit Card,18.0,,202.3,0.0,10.0,1.0,0.0,NO,284-9265,No,,,No
0338-URWA,Female,68.0,860.0,Month-to-Month,Credit Card,4.0,,32.6,13.3,32.0,3.0,7.0,Yes,415-2949,No,,Competitor had better devices,Yes
3071-PNST,Female,69.0,536.0,One Year,Credit Card,21.0,,104.0,114.5,8.0,2.0,0.0,No,402-7746,No,,,No
8976-PBIH,Male,54.0,799.0,Month-to-Month,Credit Card,20.0,,324.7,0.0,27.0,2.0,2.0,No,383-4061,No,,,No
4160-GODN,Male,54.0,838.0,One Year,Credit Card,,2.0,188.1,0.0,7.0,0.0,0.0,No,368-8916,No,,,No
3968-PZQU,Female,67.0,923.0,Month-to-Month,Direct Debit,,0.08333333333333333,16.0,0.0,21.0,4.0,10.0,Yes,335-6053,No,,Competitor had better devices,YES
7208-YLRW,Male,54.0,363.0,Month-to-Month,Credit Card,,0.3333333333333333,32.3,199.0,18.0,5.0,11.0,Yes,345-3934,No,,Competitor made better offer,Yes
0412-YPJZ,Male,25.0,665.0,Month-to-Month,Credit Card,,0.25,22.6,0.0,12.0,1.0,0.0,No,359-4336,No,,,NO
3297-WAIS,Male,61.0,305.0,One Year,CREDIT CARD,,4.916666666666667,769.3,0.0,22.0,2.0,10.0,YES,315-1684,Yes,,,No
4138-VBEA,Female,36.0,313.0,Two Year,Credit Card,37.0,,521.5,0.0,7.0,0.0,0.0,No,338-8478,No,,,No
7849-SXOF,Male,39.0,859.0,Two Year,Credit Card,,5.833333333333333,1119.2,0.0,37.0,2.0,1.0,Yes,315-9803,Yes,,,No
5881-TJBI,Male,70.0,276.0,Month-to-Month,Paper Check,,0.16666666666666666,19.1,4.8,28.0,0.0,6.0,Yes,330-5544,No,,,No
8252-MGRD,Male,37.0,692.0,Month-to-Month,Direct Debit,11.0,,143.6,0.0,22.0,0.0,8.0,YES,253-8248,No,,,No
2849-MIYU,Female,69.0,613.0,One Year,Direct Debit,,5.5,721.5,171.6,31.0,0.0,5.0,Yes,297-2789,Yes,,,No
0735-ZHRJ,Female,21.0,734.0,One Year,Direct Debit,51.0,,454.7,0.0,39.0,0.0,12.0,Yes,263-2728,Yes,,,No
4780-MYHH,Male,27.0,524.0,One Year,Direct Debit,,5.416666666666667,581.4,0.0,62.0,0.0,24.0,Yes,289-10391,Yes,,,No
6526-SZRS,Male,47.0,911.0,Two Year,Direct Debit,,5.5,928.3,246.4,9.0,0.0,0.0,No,366-4426,No,,,No
6971-JJOY,Female,27.0,684.0,Month-to-Month,Direct Debit,,0.08333333333333333,9.0,0.0,13.0,0.0,0.0,No,287-3891,No,,,No
0020-NWQH,Female,54.0,525.0,Two Year,Credit Card,,1.0833333333333333,182.9,0.0,11.0,0.0,0.0,No,360-3126,No,,,No
7261-SWNV,Female,75.0,689.0,Two Year,DIRECT DEBIT,,1.5833333333333333,241.0,0.0,42.0,0.0,9.0,YES,400-8079,No,,,No
1963-FBWU,Female,71.0,513.0,One Year,Credit Card,41.0,,409.5,57.0,37.0,3.0,7.0,Yes,237-4244,No,,Moved,Yes
9772-PYWT,Male,44.0,786.0,Two Year,Credit Card,71.0,,1141.2,0.0,24.0,2.0,10.0,Yes,253-8159,Yes,,,No
1144-VYWT,Male,51.0,990.0,Month-to-Month,Direct Debit,,1.9166666666666667,319.5,0.0,28.0,2.0,3.0,Yes,338-7232,No,,Competitor made better offer,Yes
4932-TJTF,Male,28.0,239.0,Month-to-Month,Credit Card,,0.3333333333333333,45.9,0.0,8.0,0.0,0.0,No,389-6037,No,,,No
1621-QOEZ,Female,25.0,767.0,One Year,Credit Card,2.0,,8.5,0.0,9.0,1.0,0.0,No,323-8199,No,,,No
7148-KTIB,Male,32.0,297.0,Month-to-Month,Paper Check,15.0,,89.3,0.0,29.0,1.0,26.0,Yes,328-9406,No,,Lack of self-service on Website,Yes
3715-WXUF,Male,23.0,928.0,One Year,Credit Card,16.0,,233.5,0.0,10.0,0.0,0.0,No,345-5051,No,,,No
8126-VLCH,Female,62.0,344.0,Two Year,Credit Card,,4.583333333333333,714.8,0.0,12.0,2.0,0.0,No,363-1366,No,,,No
7515-TOHI,Female,42.0,397.0,Two Year,Direct Debit,58.0,,523.6,0.0,34.0,0.0,6.0,YES,412-3898,Yes,,,No
6344-ZFMK,Male,65.0,823.0,Month-to-Month,Direct Debit,7.0,,111.8,0.0,18.0,0.0,1.0,Yes,393-9677,Yes,,Don't know,Yes
0977-KUNU,Male,38.0,829.0,One Year,Credit Card,71.0,,1142.6,0.0,31.0,0.0,4.0,No,340-6327,Yes,,,No
8663-KNUO,Male,72.0,348.0,Month-to-Month,Credit Card,50.0,,757.5,63.3,34.0,3.0,7.0,YES,372-6497,No,,Competitor made better offer,Yes
8393-PKGF,Female,23.0,670.0,Two Year,Credit Card,,6.0,1149.7,187.2,42.0,0.0,8.0,YES,323-5022,Yes,,,NO
7339-GVNS,Male,35.0,201.0,Month-to-Month,Credit Card,,0.08333333333333333,14.0,0.0,18.0,0.0,5.0,Yes,336-3488,No,,,NO
7437-EEMF,Male,77.0,248.0,One Year,Direct Debit,,5.833333333333333,768.0,0.0,36.0,2.0,2.0,Yes,387-2698,No,,,No
4286-YTDD,Male,54.0,599.0,Month-to-Month,Credit Card,30.0,,395.4,0.0,24.0,0.0,6.0,Yes,348-3635,Yes,,,No
0794-ADSL,Male,57.0,269.0,Month-to-Month,Credit Card,10.0,,155.4,73.5,25.0,4.0,3.0,YES,305-3611,No,,Don't know,Yes
0440-OQJP,Female,44.0,601.0,Two Year,Credit Card,65.0,,967.8,0.0,52.0,2.0,1.0,YES,353-1339,Yes,,,No
5874-HQIO,Female,20.0,567.0,Month-to-Month,Direct Debit,,1.8333333333333333,176.7,0.0,14.0,0.0,20.0,Yes,375-8596,No,,,No
5696-GKII,Female,43.0,820.0,Two Year,Credit Card,,5.0,665.1,0.0,9.0,0.0,0.0,No,338-6018,No,,,No
4297-GPDF,Female,33.0,978.0,One Year,Credit Card,,3.9166666666666665,605.7,0.0,46.0,0.0,7.0,Yes,351-4237,Yes,,,No
6487-BTYP,Male,44.0,513.0,Month-to-Month,Direct Debit,,0.08333333333333333,10.0,0.0,42.0,0.0,11.0,NO,357-3187,No,,Competitor made better offer,Yes
6029-WFLF,Male,63.0,777.0,One Year,Direct Debit,67.0,,734.3,0.0,40.0,0.0,38.0,YES,358-7953,Yes,,,NO
4945-WHVP,Female,47.0,304.0,Month-to-Month,Credit Card,,1.6666666666666667,99.4,0.0,26.0,2.0,4.0,Yes,332-8153,No,,,No
3442-XSVE,Female,48.0,315.0,Month-to-Month,Direct Debit,,0.4166666666666667,42.6,0.0,33.0,0.0,13.0,No,395-5015,No,,,No
6004-ZETQ,Male,21.0,798.0,Two Year,Credit Card,,2.8333333333333335,135.6,0.0,12.0,0.0,0.0,No,331-7157,No,,,No
8484-GHMY,Male,38.0,206.0,Two Year,Credit Card,,6.083333333333333,437.3,0.0,55.0,0.0,5.0,Yes,312-3832,Yes,,,NO
0996-BUAT,Male,58.0,627.0,Two Year,Direct Debit,54.0,,434.9,283.5,52.0,0.0,13.0,No,341-10586,Yes,,,NO
4825-GJVD,Female,76.0,871.0,Month-to-Month,Direct Debit,2.0,,20.6,7.5,15.0,2.0,4.0,Yes,292-3180,No,,Competitor had better devices,Yes
2272-QDIE,Male,41.0,321.0,One Year,Credit Card,,4.25,565.7,0.0,8.0,0.0,0.0,NO,314-5538,No,,,No
4278-FLRA,Female,25.0,855.0,Month-to-Month,Direct Debit,,3.3333333333333335,474.5,0.0,70.0,0.0,30.0,YES,344-7197,Yes,,Competitor made better offer,Yes
2960-ISNM,Male,57.0,782.0,Month-to-Month,Direct Debit,9.0,,151.6,0.0,62.0,4.0,1.0,YES,422-5865,Yes,,Competitor made better offer,Yes
3835-MZPM,Male,39.0,0.0,Month-to-Month,Direct Debit,,3.5833333333333335,257.1,0.0,28.0,0.0,1.0,YES,399-3089,No,,,No
4348-HBUG,Female,52.0,317.0,Month-to-Month,Direct Debit,,0.08333333333333333,14.0,0.0,19.0,3.0,14.0,Yes,355-5009,No,,Competitor had better devices,Yes
1628-NBSX,Male,43.0,454.0,Month-to-Month,Direct Debit,,0.6666666666666666,41.2,0.0,27.0,0.0,12.0,YES,375-1721,No,,,No
7013-RSPJ,Male,40.0,688.0,Month-to-Month,Direct Debit,,1.0833333333333333,188.2,47.1,34.0,5.0,8.0,Yes,387-2799,No,,Limited range of services,Yes
5815-VHDP,Female,46.0,215.0,Month-to-Month,Credit Card,15.0,,174.9,61.0,9.0,2.0,0.0,No,343-6314,No,,,No
5868-DLPS,Male,32.0,822.0,Month-to-Month,Credit Card,,0.8333333333333334,104.3,0.0,28.0,0.0,12.0,Yes,347-9968,No,,,No
1368-IKDI,Female,39.0,823.0,Month-to-Month,Direct Debit,,4.333333333333333,314.9,244.4,42.0,0.0,2.0,Yes,310-8516,Yes,,,No
5125-CPLQ,Female,42.0,979.0,Month-to-Month,Credit Card,,0.08333333333333333,10.0,0.0,8.0,0.0,0.0,No,286-7835,No,,,No
0479-CNHA,Male,26.0,819.0,Two Year,Credit Card,,2.8333333333333335,480.2,0.0,22.0,0.0,14.0,NO,297-8875,No,,,No
8306-JLJH,Female,29.0,203.0,One Year,Direct Debit,,5.666666666666667,749.1,156.4,11.0,0.0,0.0,No,384-3902,No,,,No
1569-RQFN,Female,58.0,363.0,Month-to-Month,Direct Debit,,4.75,904.8,0.0,49.0,1.0,6.0,No,289-4113,Yes,,,No
7568-OGVO,Female,34.0,458.0,Month-to-Month,Credit Card,38.0,,414.6,0.0,50.0,0.0,18.0,Yes,257-3098,No,,,NO
1408-ANBM,Male,37.0,575.0,Month-to-Month,Direct Debit,,0.6666666666666666,33.0,0.0,9.0,0.0,0.0,No,394-2560,No,,,No
4222-GZTM,Male,23.0,986.0,Month-to-Month,Direct Debit,1.0,,8.0,3.2,45.0,4.0,17.0,Yes,337-1100,No,,Network reliability,Yes
7145-TRML,Male,21.0,555.0,Two Year,Direct Debit,,5.5,993.9,0.0,54.0,0.0,15.0,Yes,329-9431,Yes,,,NO
3193-TQXM,Female,38.0,245.0,Month-to-Month,Direct Debit,,0.5833333333333334,58.9,0.0,38.0,0.0,12.0,Yes,382-8200,No,,Competitor offered more data,YES
5312-XYVJ,Male,39.0,802.0,Month-to-Month,Direct Debit,,2.6666666666666665,410.0,0.0,39.0,0.0,6.0,Yes,348-6811,No,,,No
7120-URPH,Female,55.0,394.0,Month-to-Month,Direct Debit,,1.4166666666666667,85.1,71.4,39.0,2.0,4.0,YES,333-3064,Yes,,Moved,YES
6530-XTEP,Male,83.0,807.0,Month-to-Month,Direct Debit,,0.08333333333333333,4.0,1.9,27.0,5.0,5.0,Yes,309-1269,No,,Competitor had better devices,YES
7432-UUYS,Male,61.0,682.0,One Year,Credit Card,,4.25,458.5,0.0,51.0,0.0,2.0,Yes,403-8915,No,,,No
7849-VCMM,Male,25.0,891.0,Month-to-Month,Credit Card,28.0,,444.6,0.0,47.0,0.0,17.0,Yes,384-7216,Yes,,,No
9631-VWMP,Female,75.0,711.0,Two Year,Direct Debit,17.0,,203.9,0.0,43.0,0.0,8.0,No,397-5335,Yes,,,No
3423-IYWX,Male,58.0,982.0,One Year,Credit Card,11.0,,76.5,0.0,8.0,0.0,0.0,No,378-2397,No,,,No
0594-WZZH,Male,58.0,635.0,Month-to-Month,Credit Card,,0.3333333333333333,41.0,0.0,17.0,5.0,2.0,Yes,354-5058,No,,Competitor had better devices,Yes
6810-XSOO,Female,30.0,604.0,Month-to-Month,Credit Card,54.0,,543.6,0.0,7.0,0.0,0.0,No,387-1815,No,,,No
8807-OJVS,Male,20.0,826.0,Month-to-Month,Direct Debit,,0.08333333333333333,5.0,4.2,12.0,0.0,0.0,No,334-9818,No,,,NO
5066-NVKJ,Male,36.0,561.0,Month-to-Month,Direct Debit,,1.1666666666666667,114.7,95.9,32.0,0.0,3.0,Yes,387-4064,Yes,,,NO
8187-ETUC,Female,24.0,382.0,Month-to-Month,Direct Debit,25.0,,201.4,86.3,63.0,1.0,26.0,NO,351-6384,No,,,NO
1354-EURY,Female,62.0,478.0,Month-to-Month,DIRECT DEBIT,,0.08333333333333333,10.0,0.0,20.0,0.0,3.0,No,381-8189,No,,Attitude of service provider,Yes
3907-MYYM,Male,24.0,956.0,Month-to-Month,Direct Debit,21.0,,166.7,14.9,61.0,3.0,20.0,NO,343-1538,Yes,,Attitude of service provider,YES
8737-CDBU,Male,64.0,318.0,One Year,Direct Debit,23.0,,295.9,0.0,37.0,0.0,1.0,Yes,366-6345,No,,,No
8807-TFMQ,Female,38.0,358.0,Month-to-Month,Credit Card,,0.75,56.2,0.0,7.0,0.0,0.0,No,339-1874,No,,Attitude of support person,Yes
7927-JOUI,Male,85.0,332.0,One Year,Direct Debit,,5.083333333333333,364.5,0.0,60.0,2.0,4.0,Yes,408-1486,Yes,,,No
3162-EHZA,Female,47.0,610.0,One Year,Credit Card,33.0,,525.4,111.1,56.0,0.0,7.0,YES,306-7248,Yes,,,No
6013-PBRU,Male,60.0,756.0,Month-to-Month,Credit Card,3.0,,12.7,0.0,14.0,0.0,1.0,Yes,396-5561,No,,,No
4790-WGIY,Female,27.0,859.0,One Year,Credit Card,,1.6666666666666667,259.0,0.0,25.0,5.0,12.0,Yes,362-5111,No,,Competitor offered higher download speeds,YES
0771-PLRT,Male,49.0,289.0,Month-to-Month,Direct Debit,,0.16666666666666666,8.2,0.0,34.0,0.0,5.0,Yes,329-6144,No,,,No
5095-HETY,Male,43.0,705.0,Month-to-Month,Credit Card,,0.3333333333333333,22.4,0.0,32.0,2.0,5.0,Yes,293-1466,No,,Price too high,Yes
5934-GGME,Female,27.0,734.0,Month-to-Month,Direct Debit,,1.0833333333333333,171.4,0.0,46.0,2.0,21.0,YES,280-1238,No,,Competitor offered more data,Yes
1686-GFDV,Male,46.0,929.0,Month-to-Month,Direct Debit,,0.3333333333333333,30.9,11.5,22.0,4.0,9.0,YES,345-8384,No,,Competitor offered more data,Yes
5531-FXZN,Female,58.0,585.0,Month-to-Month,Credit Card,7.0,,111.9,0.0,37.0,1.0,11.0,Yes,352-8508,No,,Moved,YES
0903-PVLN,Male,76.0,962.0,One Year,Credit Card,48.0,,665.6,0.0,9.0,0.0,0.0,No,313-3902,No,,,No
8294-BKYG,Male,72.0,375.0,Two Year,Direct Debit,11.0,,165.0,0.0,22.0,1.0,9.0,No,329-10544,No,,,NO
6362-DJYY,Male,65.0,572.0,Month-to-Month,Direct Debit,,0.08333333333333333,16.0,2.9,17.0,3.0,3.0,YES,285-6155,No,,Competitor made better offer,Yes
5692-OHZW,Male,34.0,496.0,Month-to-Month,Direct Debit,7.0,,39.4,0.0,45.0,2.0,7.0,Yes,358-4576,Yes,,Competitor made better offer,Yes
5457-RQNQ,Female,21.0,300.0,Month-to-Month,Direct Debit,,3.4166666666666665,454.2,0.0,32.0,0.0,30.0,YES,229-7569,No,,,No
8574-HOBE,Female,73.0,895.0,Month-to-Month,Credit Card,44.0,,261.3,133.1,31.0,0.0,7.0,Yes,327-5406,No,,Attitude of support person,Yes
6644-PVCE,Female,66.0,580.0,Month-to-Month,Direct Debit,,0.25,34.0,0.0,38.0,0.0,7.0,No,340-4627,No,,,No
5217-LVYP,Male,56.0,555.0,Two Year,Direct Debit,,6.25,598.9,506.3,38.0,2.0,3.0,Yes,345-1524,Yes,,,No
9776-JHCF,Female,38.0,503.0,Month-to-Month,Direct Debit,,0.8333333333333334,49.3,0.0,59.0,4.0,7.0,Yes,372-1824,No,,Attitude of support person,Yes
8270-CWWH,Female,38.0,317.0,Two Year,Credit Card,,5.916666666666667,570.2,0.0,55.0,0.0,6.0,YES,337-9482,Yes,,,No
9512-KMEU,Male,64.0,389.0,Month-to-Month,Direct Debit,32.0,,288.9,0.0,33.0,2.0,5.0,Yes,327-6481,No,,,No
3603-ESLN,Male,70.0,732.0,Month-to-Month,Direct Debit,18.0,,235.4,0.0,39.0,5.0,5.0,Yes,367-5725,No,,Attitude of support person,YES
8057-ECSQ,Female,47.0,308.0,Month-to-Month,Direct Debit,,0.5833333333333334,46.6,0.0,24.0,0.0,3.0,NO,287-1671,No,,,No
7698-NKTE,Female,48.0,979.0,Month-to-Month,Direct Debit,30.0,,360.2,0.0,30.0,1.0,4.0,Yes,402-7372,No,,Attitude of support person,YES
9356-SUEF,Female,28.0,597.0,Two Year,Credit Card,,5.833333333333333,1125.0,0.0,49.0,2.0,12.0,Yes,314-9754,No,,,No
8995-GCUW,Female,55.0,497.0,Month-to-Month,Credit Card,9.0,,135.9,22.7,16.0,0.0,7.0,Yes,362-9863,No,,,No
3739-AWKE,Female,21.0,885.0,One Year,Direct Debit,,5.25,250.2,0.0,49.0,0.0,14.0,Yes,301-4992,No,,,No
7477-BHFF,Male,22.0,280.0,Two Year,Direct Debit,74.0,,370.7,233.1,12.0,0.0,0.0,No,331-8713,No,,,No
4115-JHUK,Female,61.0,868.0,Month-to-Month,Direct Debit,,0.08333333333333333,15.0,0.0,31.0,5.0,3.0,Yes,348-1706,Yes,,Attitude of support person,Yes
0684-CWTT,Male,31.0,749.0,Month-to-Month,Paper Check,,1.4166666666666667,221.9,0.0,43.0,0.0,10.0,Yes,368-3808,Yes,,,NO
5249-YABY,Female,68.0,760.0,Two Year,Credit Card,,3.4166666666666665,206.7,0.0,33.0,2.0,7.0,Yes,373-8895,No,,,No
6172-ARGW,Female,26.0,876.0,Month-to-Month,Direct Debit,36.0,,398.4,0.0,40.0,2.0,18.0,Yes,285-7947,No,,Attitude of support person,Yes
1238-ZMHW,Female,44.0,779.0,Month-to-Month,Direct Debit,,0.75,97.0,0.0,24.0,0.0,4.0,NO,282-3582,No,,,No
6451-WYTB,Male,39.0,267.0,Month-to-Month,Direct Debit,,2.3333333333333335,279.1,154.0,39.0,3.0,8.0,Yes,408-1913,No,,Price too high,Yes
8983-CBJM,Male,82.0,662.0,Two Year,Direct Debit,17.0,,86.1,0.0,66.0,0.0,5.0,No,403-6237,Yes,,,No
2773-MRVD,Male,29.0,643.0,One Year,Direct Debit,44.0,,263.0,99.4,44.0,2.0,18.0,Yes,306-9770,No,,,NO
6263-QXFY,Male,25.0,315.0,Month-to-Month,Direct Debit,,0.4166666666666667,77.9,0.0,36.0,0.0,14.0,Yes,355-4383,Yes,,,No
3598-DACM,Female,69.0,215.0,One Year,Credit Card,14.0,,144.8,100.8,33.0,2.0,7.0,Yes,402-3892,No,,,NO
7712-ECBS,Female,42.0,981.0,Month-to-Month,Direct Debit,,0.16666666666666666,11.9,3.5,29.0,1.0,2.0,Yes,357-7385,No,,Attitude of service provider,Yes
7761-FFRG,Female,45.0,932.0,Two Year,Direct Debit,,3.25,578.7,0.0,7.0,0.0,0.0,No,405-2299,No,,,No
2652-FNYC,Female,20.0,957.0,Month-to-Month,Direct Debit,5.0,,82.1,0.0,32.0,1.0,15.0,Yes,283-1751,No,,Competitor made better offer,Yes
1127-YGZG,Female,31.0,319.0,Two Year,Direct Debit,,5.166666666666667,864.9,165.9,15.0,2.0,13.0,No,345-2319,No,,,No
5056-IRYY,Male,67.0,529.0,Two Year,Direct Debit,,4.333333333333333,466.6,0.0,57.0,4.0,9.0,No,290-9617,Yes,,Competitor made better offer,Yes
7161-QZBW,Female,50.0,954.0,Month-to-Month,Direct Debit,,1.6666666666666667,119.2,0.0,9.0,2.0,0.0,No,364-9040,No,,,No
6181-SEZR,Male,75.0,415.0,Month-to-Month,Credit Card,,0.5833333333333334,66.5,16.4,32.0,0.0,2.0,Yes,291-7105,No,,Attitude of support person,Yes
6518-EUTS,Male,59.0,462.0,Month-to-Month,Direct Debit,,0.5,58.5,19.2,24.0,1.0,7.0,YES,409-8453,No,,Extra data charges,Yes
8306-QHTI,Female,24.0,403.0,Month-to-Month,Direct Debit,,0.08333333333333333,7.0,6.0,12.0,0.0,0.0,NO,336-1749,No,,,No
7457-DWYU,Female,40.0,685.0,One Year,Direct Debit,,4.583333333333333,490.9,121.0,40.0,0.0,19.0,NO,355-9360,Yes,,,No
7242-FMZN,Female,60.0,459.0,Two Year,Credit Card,63.0,,758.0,239.4,20.0,0.0,14.0,No,299-3284,Yes,,,No
4921-KJFA,Male,37.0,577.0,Month-to-Month,Direct Debit,26.0,,181.6,93.0,29.0,0.0,7.0,YES,312-10643,No,,Moved,Yes
0508-ZWNY,Male,66.0,977.0,Month-to-Month,Direct Debit,,2.5833333333333335,341.3,0.0,32.0,3.0,3.0,Yes,324-1850,Yes,,Competitor made better offer,Yes
2135-DKPQ,Male,78.0,280.0,Two Year,Direct Debit,1.0,,13.0,0.0,16.0,0.0,8.0,YES,384-6372,No,,,No
9625-HDYB,Male,46.0,977.0,One Year,Credit Card,,4.166666666666667,750.9,140.0,27.0,0.0,14.0,Yes,367-2436,Yes,,,No
2905-EXND,Female,65.0,691.0,One Year,Direct Debit,23.0,,226.4,0.0,21.0,0.0,18.0,YES,333-1953,No,,,NO
1600-JQPR,Male,43.0,332.0,Month-to-Month,Paper Check,3.0,,11.8,0.0,16.0,0.0,11.0,Yes,309-4609,No,,Competitor made better offer,Yes
3709-PYNB,Male,54.0,247.0,One Year,Direct Debit,,5.833333333333333,843.5,0.0,67.0,0.0,1.0,Yes,315-8137,Yes,,,NO
5066-VNJW,Male,74.0,406.0,One Year,Direct Debit,,5.166666666666667,738.3,0.0,56.0,4.0,3.0,Yes,394-7447,Yes,,Competitor had better devices,Yes
1309-IYZD,Male,67.0,958.0,One Year,Credit Card,,2.0833333333333335,101.1,0.0,21.0,0.0,27.0,YES,270-8779,Yes,,,No
7360-FLBD,Female,24.0,729.0,Month-to-Month,Credit Card,,0.08333333333333333,9.0,4.8,13.0,0.0,0.0,No,406-5003,No,,Long distance charges,Yes
2710-PLIY,Male,59.0,978.0,One Year,Credit Card,,2.5833333333333335,306.9,0.0,11.0,0.0,0.0,No,348-9849,No,,,No
8094-WPMY,Female,28.0,716.0,One Year,Direct Debit,,2.9166666666666665,139.9,0.0,45.0,1.0,15.0,No,346-4984,Yes,,,No
5109-GIJD,Female,40.0,395.0,One Year,Credit Card,,0.75,135.7,24.5,36.0,0.0,8.0,Yes,349-5617,No,,,No
8657-CKWC,Female,27.0,305.0,Month-to-Month,Direct Debit,,1.0,197.1,27.6,13.0,0.0,5.0,Yes,367-5826,No,,,No
1429-ONNG,Female,28.0,634.0,Two Year,Direct Debit,,5.666666666666667,744.5,0.0,29.0,0.0,30.0,Yes,336-9211,No,,,No
4462-QQDE,Female,23.0,478.0,Month-to-Month,Paper Check,,0.08333333333333333,10.0,0.0,13.0,0.0,0.0,No,389-7073,No,,,No
1615-ODBY,Female,59.0,402.0,Two Year,Direct Debit,44.0,,482.8,115.3,10.0,1.0,0.0,NO,341-4075,No,,,No
8782-HWWF,Male,41.0,761.0,Two Year,Credit Card,72.0,,859.8,0.0,10.0,0.0,0.0,No,319-7290,No,,,No
5802-COQI,Female,25.0,226.0,One Year,Credit Card,,0.75,37.7,0.0,27.0,0.0,13.0,YES,312-3680,Yes,,,No
2907-ZUIM,Female,57.0,443.0,Month-to-Month,Credit Card,43.0,,217.1,0.0,45.0,5.0,4.0,Yes,410-5192,No,,Competitor made better offer,Yes
3368-UWVA,Male,60.0,621.0,Month-to-Month,Direct Debit,,0.4166666666666667,18.2,72.2,19.0,0.0,19.0,Yes,341-9764,No,,Competitor had better devices,Yes
1987-HXJC,Male,39.0,367.0,Two Year,Paper Check,64.0,,577.0,236.8,35.0,2.0,6.0,Yes,418-7846,No,,,No
6536-HEMG,Female,64.0,876.0,Two Year,Credit Card,,4.416666666666667,371.4,0.0,9.0,1.0,0.0,NO,284-2563,No,,,No
1598-FUNK,Female,46.0,723.0,Month-to-Month,Direct Debit,,4.75,680.7,0.0,34.0,0.0,3.0,Yes,375-4770,No,,,No
2806-BXQR,Female,31.0,730.0,One Year,Credit Card,66.0,,395.3,314.6,45.0,2.0,4.0,Yes,396-8400,Yes,,,No
0260-JAUZ,Male,29.0,307.0,Two Year,CREDIT CARD,,5.833333333333333,280.6,423.5,58.0,2.0,15.0,Yes,417-1477,Yes,,,No
1941-VMBE,Female,51.0,548.0,Month-to-Month,Direct Debit,,4.916666666666667,237.8,0.0,41.0,0.0,4.0,Yes,249-6469,Yes,,,No
6169-UEWN,Male,56.0,720.0,Two Year,Credit Card,,1.5833333333333333,224.7,0.0,12.0,0.0,0.0,No,338-6550,No,,,NO
7783-OAIM,Female,64.0,442.0,Month-to-Month,Direct Debit,,0.25,49.9,0.0,31.0,3.0,1.0,Yes,401-7359,No,,Attitude of support person,YES
1300-AYND,Male,85.0,643.0,Month-to-Month,Direct Debit,,3.8333333333333335,602.4,324.3,53.0,5.0,7.0,Yes,349-7378,Yes,,Competitor made better offer,YES
8603-MJAC,Female,31.0,245.0,Month-to-Month,Direct Debit,21.0,,278.7,0.0,40.0,0.0,10.0,YES,298-8096,No,,,NO
